Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate,B.1.1.7 (Alpha): Cases by episode date,B.1.1.7 (Alpha): Cases by reported date,B.1.351 (Beta): Cases by episode date,B.1.351 (Beta): Cases by reported date,P.1 (Gamma): Cases by episode date,P.1 (Gamma): Cases by reported date,B.1.617.2 (Delta): Cases by episode date,B.1.617.2 (Delta): Cases by reported date,Mutation: Cases by episode date,Mutation: Cases by reported date,Mutation not detected: Cases by episode date,Mutation not detected: Cases by reported date
"October 28, 2020","Leeds, Grenville & Lanark District Health Unit",0,2,0,5,3,2.8,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"October 29, 2020","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,1,3,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"October 30, 2020","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,1,3,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"October 31, 2020","Leeds, Grenville & Lanark District Health Unit",1,2,0.6,1,3,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 1, 2020","Leeds, Grenville & Lanark District Health Unit",0,2,0,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 2, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 3, 2020","Leeds, Grenville & Lanark District Health Unit",3,1,1.7,0,2,0,1,0.6,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 4, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,3,1,1.7,0,0,1,0.6,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 5, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 6, 2020","Leeds, Grenville & Lanark District Health Unit",2,1,1.1,3,1,1.7,0,0,1,0.6,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 7, 2020","Leeds, Grenville & Lanark District Health Unit",4,1,2.2,2,1,1.1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 8, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,1,1,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 9, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,3,1,1.7,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 10, 2020","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,3,2,1.7,1,0.6,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 11, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,2,2,1.1,0,0,1,0.6,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 12, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,2,2,1.1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 13, 2020","Leeds, Grenville & Lanark District Health Unit",2,1,1.1,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 14, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,1,2,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 15, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 16, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,1,2,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 17, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,1,1,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 18, 2020","Leeds, Grenville & Lanark District Health Unit",0,1,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 19, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,1,1,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 20, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 21, 2020","Leeds, Grenville & Lanark District Health Unit",4,0,2.2,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 22, 2020","Leeds, Grenville & Lanark District Health Unit",2,1,1.1,1,0,0.6,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 23, 2020","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 24, 2020","Leeds, Grenville & Lanark District Health Unit",4,1,2.2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 25, 2020","Leeds, Grenville & Lanark District Health Unit",0,2,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 26, 2020","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,3,0,1.7,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 27, 2020","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,4,1,2.2,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 28, 2020","Leeds, Grenville & Lanark District Health Unit",6,2,3.3,2,1,1.1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 29, 2020","Leeds, Grenville & Lanark District Health Unit",3,3,1.7,2,1,1.1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"November 30, 2020","Leeds, Grenville & Lanark District Health Unit",9,3,5,2,2,1.1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
"December 1, 2020","Leeds, Grenville & Lanark District Health Unit",4,4,2.2,6,2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 2, 2020","Leeds, Grenville & Lanark District Health Unit",9,4,5,6,3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 3, 2020","Leeds, Grenville & Lanark District Health Unit",7,5,3.9,4,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 4, 2020","Leeds, Grenville & Lanark District Health Unit",5,6,2.8,13,4,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 5, 2020","Leeds, Grenville & Lanark District Health Unit",7,6,3.9,7,5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 6, 2020","Leeds, Grenville & Lanark District Health Unit",11,6,6.1,6,6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 7, 2020","Leeds, Grenville & Lanark District Health Unit",13,7,7.2,6,6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 8, 2020","Leeds, Grenville & Lanark District Health Unit",14,8,7.8,14,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 9, 2020","Leeds, Grenville & Lanark District Health Unit",12,9,6.7,14,8,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 10, 2020","Leeds, Grenville & Lanark District Health Unit",11,10,6.1,16,9,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 11, 2020","Leeds, Grenville & Lanark District Health Unit",4,10,2.2,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 12, 2020","Leeds, Grenville & Lanark District Health Unit",4,10,2.2,7,10,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 13, 2020","Leeds, Grenville & Lanark District Health Unit",5,10,2.8,4,10,2.2,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 14, 2020","Leeds, Grenville & Lanark District Health Unit",6,9,3.3,2,10,1.1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 15, 2020","Leeds, Grenville & Lanark District Health Unit",5,8,2.8,6,9,3.3,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 16, 2020","Leeds, Grenville & Lanark District Health Unit",7,7,3.9,11,8,6.1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 17, 2020","Leeds, Grenville & Lanark District Health Unit",3,6,1.7,7,8,3.9,1,0.6,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 18, 2020","Leeds, Grenville & Lanark District Health Unit",4,5,2.2,6,7,3.3,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 19, 2020","Leeds, Grenville & Lanark District Health Unit",2,5,1.1,1,6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 20, 2020","Leeds, Grenville & Lanark District Health Unit",7,5,3.9,3,5,1.7,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 21, 2020","Leeds, Grenville & Lanark District Health Unit",2,5,1.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 22, 2020","Leeds, Grenville & Lanark District Health Unit",3,4,1.7,3,5,1.7,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 23, 2020","Leeds, Grenville & Lanark District Health Unit",4,4,2.2,4,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 24, 2020","Leeds, Grenville & Lanark District Health Unit",3,4,1.7,4,3,2.2,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 25, 2020","Leeds, Grenville & Lanark District Health Unit",8,4,4.4,2,3,1.1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 26, 2020","Leeds, Grenville & Lanark District Health Unit",6,4,3.3,1,2,0.6,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 27, 2020","Leeds, Grenville & Lanark District Health Unit",8,5,4.4,6,2,3.3,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 28, 2020","Leeds, Grenville & Lanark District Health Unit",5,5,2.8,4,3,2.2,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 29, 2020","Leeds, Grenville & Lanark District Health Unit",8,5,4.4,14,3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 30, 2020","Leeds, Grenville & Lanark District Health Unit",5,6,2.8,3,5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"December 31, 2020","Leeds, Grenville & Lanark District Health Unit",8,6,4.4,10,5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 1, 2021","Leeds, Grenville & Lanark District Health Unit",11,7,6.1,13,6,7.2,1,0.6,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 2, 2021","Leeds, Grenville & Lanark District Health Unit",6,7,3.3,2,7,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 3, 2021","Leeds, Grenville & Lanark District Health Unit",3,7,1.7,1,7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 4, 2021","Leeds, Grenville & Lanark District Health Unit",3,7,1.7,4,7,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 5, 2021","Leeds, Grenville & Lanark District Health Unit",3,6,1.7,16,7,8.9,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 6, 2021","Leeds, Grenville & Lanark District Health Unit",7,6,3.9,5,7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 7, 2021","Leeds, Grenville & Lanark District Health Unit",3,6,1.7,6,7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 8, 2021","Leeds, Grenville & Lanark District Health Unit",5,5,2.8,1,7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 9, 2021","Leeds, Grenville & Lanark District Health Unit",3,4,1.7,4,5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 10, 2021","Leeds, Grenville & Lanark District Health Unit",3,4,1.7,4,5,2.2,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"January 11, 2021","Leeds, Grenville & Lanark District Health Unit",5,4,2.8,0,6,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 12, 2021","Leeds, Grenville & Lanark District Health Unit",3,4,1.7,6,5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 13, 2021","Leeds, Grenville & Lanark District Health Unit",1,4,0.6,5,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 14, 2021","Leeds, Grenville & Lanark District Health Unit",4,3,2.2,6,4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 15, 2021","Leeds, Grenville & Lanark District Health Unit",3,3,1.7,5,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 16, 2021","Leeds, Grenville & Lanark District Health Unit",3,3,1.7,2,4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 17, 2021","Leeds, Grenville & Lanark District Health Unit",0,3,0,1,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 18, 2021","Leeds, Grenville & Lanark District Health Unit",1,3,0.6,2,4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 19, 2021","Leeds, Grenville & Lanark District Health Unit",5,2,2.8,3,4,1.7,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 20, 2021","Leeds, Grenville & Lanark District Health Unit",4,2,2.2,1,3,0.6,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 21, 2021","Leeds, Grenville & Lanark District Health Unit",2,3,1.1,3,3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 22, 2021","Leeds, Grenville & Lanark District Health Unit",3,3,1.7,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 23, 2021","Leeds, Grenville & Lanark District Health Unit",0,3,0,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 24, 2021","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 25, 2021","Leeds, Grenville & Lanark District Health Unit",4,3,2.2,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 26, 2021","Leeds, Grenville & Lanark District Health Unit",5,3,2.8,5,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 27, 2021","Leeds, Grenville & Lanark District Health Unit",8,3,4.4,6,2,3.3,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 28, 2021","Leeds, Grenville & Lanark District Health Unit",1,4,0.6,4,3,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 29, 2021","Leeds, Grenville & Lanark District Health Unit",2,3,1.1,6,3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 30, 2021","Leeds, Grenville & Lanark District Health Unit",2,3,1.1,2,4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"January 31, 2021","Leeds, Grenville & Lanark District Health Unit",0,4,0,5,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 1, 2021","Leeds, Grenville & Lanark District Health Unit",1,3,0.6,4,4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 2, 2021","Leeds, Grenville & Lanark District Health Unit",4,3,2.2,1,5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 3, 2021","Leeds, Grenville & Lanark District Health Unit",1,3,0.6,1,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 4, 2021","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,2,3,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"February 5, 2021","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,0,3,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 6, 2021","Leeds, Grenville & Lanark District Health Unit",6,2,3.3,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"February 7, 2021","Leeds, Grenville & Lanark District Health Unit",1,2,0.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 8, 2021","Leeds, Grenville & Lanark District Health Unit",0,3,0,2,1,1.1,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"February 9, 2021","Leeds, Grenville & Lanark District Health Unit",4,2,2.2,2,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 10, 2021","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,5,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 11, 2021","Leeds, Grenville & Lanark District Health Unit",0,3,0,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 12, 2021","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 13, 2021","Leeds, Grenville & Lanark District Health Unit",1,2,0.6,3,2,1.7,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 14, 2021","Leeds, Grenville & Lanark District Health Unit",0,2,0,1,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 15, 2021","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 16, 2021","Leeds, Grenville & Lanark District Health Unit",3,2,1.7,0,2,0,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 17, 2021","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,2,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 18, 2021","Leeds, Grenville & Lanark District Health Unit",0,1,0,2,2,1.1,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 19, 2021","Leeds, Grenville & Lanark District Health Unit",0,1,0,2,2,1.1,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 20, 2021","Leeds, Grenville & Lanark District Health Unit",3,1,1.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 21, 2021","Leeds, Grenville & Lanark District Health Unit",1,1,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 22, 2021","Leeds, Grenville & Lanark District Health Unit",3,1,1.7,1,1,0.6,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 23, 2021","Leeds, Grenville & Lanark District Health Unit",4,2,2.2,1,1,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"February 24, 2021","Leeds, Grenville & Lanark District Health Unit",4,2,2.2,4,1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 25, 2021","Leeds, Grenville & Lanark District Health Unit",2,2,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 26, 2021","Leeds, Grenville & Lanark District Health Unit",1,2,0.6,3,1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"February 27, 2021","Leeds, Grenville & Lanark District Health Unit",5,3,2.8,2,1,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"February 28, 2021","Leeds, Grenville & Lanark District Health Unit",15,3,8.3,6,2,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"March 1, 2021","Leeds, Grenville & Lanark District Health Unit",7,5,3.9,3,2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"March 2, 2021","Leeds, Grenville & Lanark District Health Unit",13,5,7.2,19,3,10.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"March 3, 2021","Leeds, Grenville & Lanark District Health Unit",10,7,5.6,4,5,2.2,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"March 4, 2021","Leeds, Grenville & Lanark District Health Unit",5,8,2.8,12,5,6.7,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"March 5, 2021","Leeds, Grenville & Lanark District Health Unit",4,8,2.2,13,7,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"March 6, 2021","Leeds, Grenville & Lanark District Health Unit",13,8,7.2,2,8,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"March 7, 2021","Leeds, Grenville & Lanark District Health Unit",14,10,7.8,5,8,2.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"March 8, 2021","Leeds, Grenville & Lanark District Health Unit",7,9,3.9,9,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"March 9, 2021","Leeds, Grenville & Lanark District Health Unit",8,9,4.4,8,9,4.4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
"March 10, 2021","Leeds, Grenville & Lanark District Health Unit",9,9,5,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"March 11, 2021","Leeds, Grenville & Lanark District Health Unit",15,9,8.3,16,8,8.9,2,1.1,0,0,0,0,2,2,0,0,0,0,0,0,2,1,2,3
"March 12, 2021","Leeds, Grenville & Lanark District Health Unit",27,10,15,4,9,2.2,1,0.6,1,0.6,0,0,0,2,0,0,0,0,0,0,0,0,2,1
"March 13, 2021","Leeds, Grenville & Lanark District Health Unit",15,13,8.3,18,8,10,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,2
"March 14, 2021","Leeds, Grenville & Lanark District Health Unit",23,14,12.8,9,10,5,1,0.6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
"March 15, 2021","Leeds, Grenville & Lanark District Health Unit",24,15,13.3,14,10,7.8,0,0,1,0.6,0,0,3,1,1,1,0,0,0,0,0,1,3,1
"March 16, 2021","Leeds, Grenville & Lanark District Health Unit",20,17,11.1,25,11,13.9,2,1.1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6,3
"March 17, 2021","Leeds, Grenville & Lanark District Health Unit",28,19,15.6,18,14,10,1,0.6,1,0.6,0,0,0,1,0,0,0,0,0,0,0,0,10,2
"March 18, 2021","Leeds, Grenville & Lanark District Health Unit",16,22,8.9,21,15,11.7,0,0,1,0.6,0,0,3,2,0,0,0,0,0,0,1,0,6,3
"March 19, 2021","Leeds, Grenville & Lanark District Health Unit",24,22,13.3,35,16,19.5,1,0.6,2,1.1,0,0,4,1,0,1,0,0,0,0,1,0,7,7
"March 20, 2021","Leeds, Grenville & Lanark District Health Unit",7,21,3.9,19,20,10.6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,7
"March 21, 2021","Leeds, Grenville & Lanark District Health Unit",14,20,7.8,4,20,2.2,0,0,1,0.6,0,0,1,0,0,0,0,0,0,0,2,0,4,0
"March 22, 2021","Leeds, Grenville & Lanark District Health Unit",7,19,3.9,22,19,12.2,0,0,1,0.6,0,0,1,2,0,0,0,0,0,0,0,2,4,7
"March 23, 2021","Leeds, Grenville & Lanark District Health Unit",13,17,7.2,17,21,9.4,2,1.1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6,12
"March 24, 2021","Leeds, Grenville & Lanark District Health Unit",16,16,8.9,17,19,9.4,0,0,1,0.6,0,0,1,1,0,0,0,0,0,0,1,0,5,7
"March 25, 2021","Leeds, Grenville & Lanark District Health Unit",8,14,4.4,18,19,10,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,3,1,5
"March 26, 2021","Leeds, Grenville & Lanark District Health Unit",12,13,6.7,11,19,6.1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1
"March 27, 2021","Leeds, Grenville & Lanark District Health Unit",9,11,5,15,15,8.3,1,0.6,1,0.6,0,0,3,3,1,0,0,0,0,0,0,0,3,3
"March 28, 2021","Leeds, Grenville & Lanark District Health Unit",7,11,3.9,6,15,3.3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1
"March 29, 2021","Leeds, Grenville & Lanark District Health Unit",5,10,2.8,7,15,3.9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1
"March 30, 2021","Leeds, Grenville & Lanark District Health Unit",13,10,7.2,6,13,3.3,2,1.1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,3
"March 31, 2021","Leeds, Grenville & Lanark District Health Unit",14,10,7.8,11,11,6.1,2,1.1,0,0,0,0,6,3,0,0,0,0,0,0,2,1,4,4
"April 1, 2021","Leeds, Grenville & Lanark District Health Unit",10,10,5.6,9,11,5,0,0,1,0.6,0,0,5,3,1,0,0,0,0,0,1,0,2,3
"April 2, 2021","Leeds, Grenville & Lanark District Health Unit",9,10,5,7,9,3.9,2,1.1,0,0,0,0,4,3,0,1,0,0,0,0,1,0,3,1
"April 3, 2021","Leeds, Grenville & Lanark District Health Unit",16,10,8.9,9,9,5,3,1.7,0,0,0,0,7,2,3,0,0,0,0,0,1,1,5,3
"April 4, 2021","Leeds, Grenville & Lanark District Health Unit",12,11,6.7,15,8,8.3,0,0,1,0.6,0,0,6,5,0,1,0,0,0,0,0,2,3,7
"April 5, 2021","Leeds, Grenville & Lanark District Health Unit",31,11,17.2,11,9,6.1,2,1.1,2,1.1,0,0,21,7,0,2,0,0,0,0,3,0,2,2
"April 6, 2021","Leeds, Grenville & Lanark District Health Unit",28,15,15.6,20,10,11.1,1,0.6,3,1.7,0,0,19,9,1,0,0,0,0,0,1,0,4,7
"April 7, 2021","Leeds, Grenville & Lanark District Health Unit",13,17,7.2,20,12,11.1,2,1.1,1,0.6,0,0,10,18,0,1,0,0,0,0,1,0,1,1
"April 8, 2021","Leeds, Grenville & Lanark District Health Unit",11,17,6.1,12,13,6.7,0,0,1,0.6,0,0,6,7,0,1,0,0,0,0,1,0,2,2
"April 9, 2021","Leeds, Grenville & Lanark District Health Unit",16,17,8.9,26,13,14.4,1,0.6,2,1.1,1,0.6,7,15,1,0,0,0,0,0,1,4,2,3
"April 10, 2021","Leeds, Grenville & Lanark District Health Unit",17,18,9.4,16,16,8.9,1,0.6,1,0.6,1,0.6,16,12,1,1,0,0,0,0,0,0,0,1
